,mensaje,fecha,sentimiento
2932,guess justin doesn much like my making him pay up on nato or trade,12-27-2019 00:03:58,1
2933,california leads the nation by far in both the number of homeless people and the percentage increase in the homeless population two terrible stats crazy nancy should focus on that in her very down district and helping her incompetent governor with the big homeless problem,12-26-2019 23:53:17,0
2934,nancy pelosi is trying to usurp the constitutional role of the senate the longer this goes on the more petty partisan political it all looks just more of the same from the do nothing dems nancy should be helping the record number of homeless in her,12-26-2019 23:44:48,1
2935,nasdaq hits for first time ever,12-26-2019 21:18:26,0
2936,trump stock market rally is far outpacing past us presidents,12-26-2019 20:41:48,0
2937,russia syria and iran are killing or on their way to killing thousands of innocent civilians in idlib province don do it turkey is working hard to stop this carnage,12-26-2019 15:25:12,0
2938,despite all of the great success that our country has had over the last years it makes it much more difficult to deal with foreign leaders and others when am having to constantly defend myself against the do nothing democrats their bogus impeachment scam bad for usa,12-26-2019 14:36:41,0
2939,russia syria and iran are killing or on their way to killing thousands if inocent civilians in idlib province don do it turkey is working hard to stop this carnage,12-26-2019 14:12:33,0
2940,nancy pelosi has no leverage over the senate mitch mcconnell did not nose his way into the impeachment process in the house and she has no standing in the senate brad blakeman crazy nancy should clean up her filthy dirty district help the homeless there primary for,12-26-2019 13:21:06,0
2941,nancy pelosi district in california has rapidly become one of the worst anywhere in the when it come to the homeless crime it has gotten so bad so fast she has lost total control and along with her equally incompetent governor gavin newsom it is very sad sight,12-26-2019 12:59:42,0
2942,rt why should crazy nancy pelosi just because she has slight majority in the house be allowed to impeach the presiden,12-26-2019 12:43:45,1
2943,rt overwhelming but this scam impeachment was neither also very unfair with no due process proper representatio,12-26-2019 12:43:42,0
2944,brad blakeman happen to believe as lawyer that the charges are defective they don meet the constitutional standard of high crimes and misdemeanors so would like to see motion to dismiss at least republican senators would agree with that there should be no trial,12-26-2019 12:42:19,1
2945,the radical left do nothing democrats said they wanted to rush everything through to the senate because president trump is threat to national security they are vicious will say anything but now they don want to go fast anymore they want to go very slowly liars,12-26-2019 12:18:11,0
2946,rt democrats gift to american workers three years wasted obsessing over impeachment republicans gift to american workers,12-26-2019 12:01:04,1
2947,rt merrychristmas kag,12-26-2019 11:59:08,1
2948,look the house is supposed to do all of this work on witnesses and documents before they send the articles over to the senate not to call in new witnesses go through new documents that work is supposed to be done in the house,12-26-2019 11:58:40,0
2949,overwhelming but this scam impeachment was neither also very unfair with no due process proper representation or witnesses now pelosi is demanding everything the republicans weren allowed to have in the house dems want to run majority republican senate hypocrites,12-26-2019 03:12:18,0
2950,why should crazy nancy pelosi just because she has slight majority in the house be allowed to impeach the president of the united states got zero republican votes there was no crime the call with ukraine was perfect with no pressure she said it must be bipartisan,12-26-2019 03:12:18,0
2951,overwhelming but this scam impeachment was neither also very unfair with no due process proper representation or witnesses now pelosi is demanding everything the republicans weren allowed to have in the house dems want to run majority republican senate hypocrites,12-26-2019 03:10:55,0
2952,overwhelming but this scam impeachment was neither also very unfair with no due process proper representation or witnesses now pelosi is demanding everything the republicans weren alowed to have in the house dems want to run majority republican senate hypocrites,12-26-2019 02:59:40,0
2953,why should crazy nancy pelosi just because she has slight majority in the house be allowed to impeach the president of the united states got zero republican votes there was no crime the call with ukraine was perfect with no pressure she said it must be bipartisan,12-26-2019 02:59:36,0
2954,rt the dems war on democracy ratcheting up as they refuse to send the articles of impeachment to the senate for proper tr,12-25-2019 23:19:57,1
2955,rt stu we are living in the best performing economy in the world it big reelection issue the democrat,12-25-2019 23:18:32,1
2956,wow it all giant scam,12-25-2019 23:04:50,1
2957,thank you tammy you are doing great job,12-25-2019 23:02:34,1
2958,governor gavin has done really bad job on taking care of the homeless population in california if he can fix the problem the federal govt will get involved,12-25-2019 22:29:29,0
2959,holiday retail sales were up from last year the biggest number in history congratulations america,12-25-2019 20:32:42,1
2960,rt wishing you all very merrychristmas may your day be filled with peace love and happiness,12-25-2019 14:07:32,1
2961,merry christmas,12-25-2019 12:26:31,1
2962,rt merry christmas,12-25-2019 01:41:17,1
2963,new federal judges have been confirmed under the trump administration including two great new united states supreme court justices we are shattering every record read all about this in the long game great new book by mitch mcconnell amazing story,12-24-2019 22:32:38,1
2964,rt,12-24-2019 22:14:53,1
2967,the only reason we were able to get our great usmca trade deal approved was because the do nothing democrats wanted to show that they could approve something productive in light of the fact that all they even think about is impeachment she knows nothing about the usmca deal,12-24-2019 13:25:26,1
2968,the american public tone deafness it should be intolerable because the american people have had it with this the radical left do nothing democrats have gone crazy they want to make it as hard as possible for me to properly run our country,12-24-2019 13:15:58,0
2969,the dems are complicating matters again keeping mueller out of it was the focus keeping it crisp simple was the key and now all of sudden they are saying maybe we ll go back and visit the mueller probe which is absolutely unbelievable and shows they don care about,12-24-2019 13:15:57,1
