,negativo,positivo,Total
liars,8,6,14
lib,1,3,4
libel,5,1,6
libeling,0,1,1
libelous,1,0,1
libera,0,1,1
liberal,23,64,87
liberalism,1,3,4
liberals,8,12,20
liberate,0,6,6
liberated,0,1,1
liberating,0,1,1
liberation,0,1,1
liberta,1,0,1
libertarian,1,0,1
libertarians,0,1,1
liberties,2,1,3
liberty,3,30,33
libra,0,1,1
library,1,5,6
libs,2,1,3
libutti,0,1,1
libya,5,2,7
libyan,1,1,2
lic,0,1,1
license,2,4,6
licensed,0,1,1
licenses,1,2,3
lick,0,3,3
lid,2,0,2
liddle,6,5,11
lie,62,44,106
lied,55,24,79
lies,81,59,140
lieu,0,1,1
lieutenant,0,1,1
life,68,182,250
lifeboat,0,1,1
lifeline,1,1,2
lifelong,1,7,8
lifers,1,0,1
lifesaving,0,1,1
lifestyle,1,1,2
lifesworc,1,0,1
lifetime,5,19,24
lift,6,10,16
lifted,5,6,11
lifting,1,4,5
liftoff,1,2,3
lifts,0,1,1
ligas,0,1,1
ligh,1,0,1
light,12,25,37
lighten,0,1,1
lightfoot,1,1,2
lighthize,0,7,7
lighthizers,0,1,1
lighthouse,0,1,1
lightitupblue,0,1,1
lightly,2,0,2
lights,1,5,6
lightweight,26,24,50
lightweights,2,1,3
lightweightsenatormarcorubio,0,1,1
lik,0,1,1
likable,0,1,1
like,456,640,1096
likeability,0,1,1
likeable,0,1,1
liked,8,20,28
likely,7,16,23
likeplease,0,1,1
likes,12,26,38
liketim,1,0,1
likewise,24,28,52
liking,0,3,3
lil,0,1,1
lima,0,2,2
limbaugh,4,16,20
limbs,1,0,1
limelight,1,0,1
limit,4,5,9
limited,2,11,13
limiting,1,1,2
limits,4,2,6
limp,1,0,1
limpet,0,1,1
lincoln,10,25,35
lincolndinne,0,1,1
linda,0,4,4
lindsey,13,10,23
line,30,52,82
linebacke,0,1,1
lined,0,3,3
lines,7,24,31
lineup,2,1,3
lingered,0,1,1
linick,1,0,1
lining,1,1,2
link,7,7,14
linkage,1,1,2
linked,0,7,7
linkedin,0,1,1
links,2,15,17
lion,0,4,4
lip,1,1,2
lips,1,1,2
liquid,1,0,1
liquidating,0,1,1
liquidity,1,1,2
liquified,0,1,1
lira,0,1,1
lisa,20,26,46
lisbon,0,1,1
list,21,56,77
listed,4,3,7
listen,18,54,72
listened,6,11,17
listeners,1,0,1
listening,6,29,35
listens,0,1,1
listings,0,2,2
lists,1,4,5
listwarren,1,0,1
lit,0,2,2
litany,0,1,1
lite,0,1,1
literacy,0,1,1
literally,5,8,13
literate,1,1,2
lithuania,0,1,1
litigate,0,2,2
litigated,1,0,1
litigation,1,1,2
litt,1,0,1
littered,0,1,1
little,106,92,198
littlemarco,1,0,1
liu,0,2,2
liub,0,2,2
live,47,308,355
lived,3,7,10
livelihood,1,0,1
livelihoods,0,1,1
lively,0,2,2
lives,51,117,168
living,8,24,32
liyuan,0,5,5
liz,1,6,7
lkke,0,1,1
ll,37,150,187
lll,0,1,1
lloyd,0,7,7
lmao,0,4,4
lmdorqo,0,1,1
lng,2,2,4
lo,2,4,6
loaded,8,6,14
loadedshould,0,1,1
loading,3,0,3
loan,11,10,21
loaned,1,0,1
loaning,1,1,2
loans,12,6,18
lobby,4,1,5
lobbying,2,2,4
lobbyist,13,8,21
lobbyists,9,22,31
lobste,0,1,1
lobstering,0,1,1
loca,0,1,1
local,26,80,106
locales,0,1,1
locally,0,2,2
locals,1,1,2
located,3,5,8
location,8,20,28
locations,7,8,15
locationsthan,0,1,1
locato,0,4,4
lock,1,2,3
lockdown,5,0,5
lockdowns,0,1,1
locke,2,4,6
locked,4,4,8
lockhead,1,0,1
lockheed,1,4,5
locks,0,1,1
lockwood,0,1,1
loco,0,1,1
lodge,0,1,1
loeffle,0,1,1
loftus,0,1,1
log,0,1,1
logan,4,2,6
logging,0,1,1
logical,0,3,3
logistical,1,0,1
logo,0,1,1
logs,1,1,2
lol,3,9,12
lolly,0,1,1
lombardi,1,0,1
london,18,14,32
londonderry,0,1,1
londonistan,1,0,1
lone,0,3,3
lonely,2,0,2
lonestarstate,0,1,1
long,197,226,423
longbeach,0,1,1
longe,83,54,137
longerbut,0,1,1
longest,2,5,7
longing,1,0,1
longstanding,0,1,1
longtime,1,2,3
lonoke,0,1,1
loo,0,2,2
look,154,398,552
looked,27,18,45
looking,115,301,416
lookinggreat,0,1,1
lookout,1,0,1
looks,65,72,137
loome,1,0,1
looming,0,1,1
looms,1,1,2
looney,1,0,1
loong,0,1,1
looong,0,1,1
loop,0,1,1
loophole,3,1,4
loopholes,18,19,37
loose,1,3,4
loosen,0,3,3
looses,0,1,1
loote,1,0,1
looted,2,0,2
looters,7,6,13
looting,6,5,11
lopez,0,5,5
lopsided,1,1,2
lorance,0,1,1
lord,2,9,11
lords,1,2,3
lordstown,3,3,6
lorenzo,1,0,1
loretta,0,1,1
lori,0,2,2
los,7,7,14
lose,110,35,145
loser,1,0,1
losers,25,28,53
loses,11,4,15
losin,0,1,1
losing,72,16,88
loss,37,10,47
losses,9,11,20
lost,202,43,245
lot,57,115,172
lots,14,30,44
lotta,0,1,1
lotte,0,1,1
lotteries,0,1,1
lottery,7,12,19
lou,7,31,38
loud,8,15,23
loude,1,3,4
louderback,0,1,1
loudest,1,0,1
loudly,4,8,12
loudmouth,1,0,1
loudon,0,1,1
loudoun,0,1,1
loudspeak,1,0,1
louie,0,2,2
louis,7,8,15
louisiana,15,79,94
louisianans,0,1,1
louisville,1,4,5
lousy,4,0,4
louvre,1,0,1
lovable,0,1,1
love,88,549,637
lovebirds,0,1,1
loved,18,63,81
loveee,0,1,1
lovely,1,10,11
lovers,7,8,15
loves,9,204,213
lovesaveslives,0,1,1
lovestowin,0,1,1
lovetrump,0,1,1
loving,4,19,23
lovingly,1,1,2
low,134,85,219
lowe,30,60,90
lowell,0,4,4
lowered,1,3,4
lowering,15,7,22
lowers,1,0,1
lowest,61,54,115
lowlife,5,6,11
lowlifes,3,4,7
lowly,2,0,2
lowry,0,1,1
lows,5,3,8
loyal,3,28,31
loyalists,2,1,3
loyally,1,0,1
loyalties,0,1,1
loyalty,1,9,10
lp,0,1,1
lpez,0,1,1
lpuprzjbq,0,1,1
lssc,0,1,1
lsu,1,5,6
lt,5,10,15
ltc,0,2,2
ltg,1,2,3
ltimo,0,2,2
lto,0,1,1
lubitz,1,0,1
lucent,1,0,1
lucia,0,1,1
luck,5,51,56
luckie,0,2,2
lucky,10,16,26
lucrative,0,1,1
ludicrous,0,1,1
lueders,0,1,1
luis,1,0,1
luisa,0,1,1
luke,0,1,1
lumbe,1,0,1
luna,0,3,3
lunatic,2,2,4
lunatics,2,1,3
lunch,1,20,21
luncheon,2,3,5
lunches,1,0,1
lunchtime,1,0,1
luntz,1,0,1
lupe,0,1,1
lupica,0,1,1
lurch,1,0,1
luthe,5,29,34
lutsenko,0,3,3
luv,1,6,7
luvit,0,1,1
luvo,0,1,1
luvs,0,1,1
luxurious,1,3,4
luxury,1,7,8
lv,0,3,3
lwcf,0,2,2
lyin,30,29,59
lying,56,34,90
lyingted,1,1,2
lynch,5,10,15
lynching,0,2,2
lynn,0,1,1
lynne,0,1,1
lyse,0,1,1
ma,8,35,43
mac,0,11,11
maccallum,0,2,2
macdaddy,0,1,1
macdonald,0,1,1
machete,1,0,1
machinations,0,1,1
machine,8,10,18
machines,3,1,4
mack,0,2,2
macleod,0,1,1
macomb,0,1,1
macon,1,4,5
macri,0,2,2
macron,2,10,12
macy,7,8,15
macys,4,2,6
mad,6,9,15
madam,0,3,3
madame,0,5,5
maddow,0,1,1
madeinamerica,0,3,3
madeintheusa,0,2,2
madeleine,0,1,1
madison,1,7,8
madman,0,1,1
madness,2,2,4
maduro,6,2,8
maduroregime,1,0,1
mafia,0,1,1
mag,0,1,1
maga,44,387,431
magachallenge,0,2,2
magadoctrine,0,1,1
magakag,0,1,1
magarally,1,18,19
magarasmussen,0,1,1
magatickets,0,7,7
magatoday,0,1,1
magazine,15,16,31
magazinea,0,1,1
magazines,2,1,3
maggie,7,0,7
magic,7,7,14
magical,0,2,2
magician,1,1,2
magnate,0,2,2
magnet,1,5,6
magnificence,0,1,1
magnificent,0,21,21
magnificently,0,1,1
magnified,2,0,2
magnifying,1,0,1
magnus,0,1,1
magoo,1,0,1
maguire,0,3,3
mahalet,2,0,2
mahalo,0,1,1
mahe,1,1,2
mahmoud,0,1,1
mahoning,0,1,1
mahrokh,1,0,1
mail,28,25,53
mailbox,1,0,1
mailed,0,1,1
mails,21,6,27
maimed,0,1,1
main,10,14,24
maine,1,25,26
mainstay,1,0,1
mainstream,33,26,59
maintain,3,11,14
maintained,1,1,2
maintaining,2,2,4
maintains,0,1,1
maintenance,1,1,2
maithripala,1,0,1
maitne,0,1,1
maitnerstrong,0,1,1
maj,0,1,1
majestic,0,1,1
majesties,0,1,1
majesty,0,5,5
majewski,0,1,1
majo,71,135,206
majorit,0,1,1
majorities,0,1,1
majority,36,53,89
majors,0,4,4
majotity,0,1,1
mak,0,1,1
make,262,998,1260
makeamerciagreatagain,0,3,3
makeamericagrateagain,0,1,1
makeamericagreatagai,0,1,1
makeamericagreatagain,53,504,557
makeamericagreatagainsign,0,1,1
makeamericagreatagainthroughtrump,0,1,1
makeamericagreatagaintickets,0,2,2
makeamericagreatagainvideo,0,1,1
makeamericagreatagainwatch,0,2,2
makeamericagreatwithtrump,0,1,1
makeamericangreatagain,0,1,1
makeamericasafeagain,1,6,7
makeamericasmilitarygreatagain,0,1,1
makeamericastrongagain,0,1,1
makeamericaworkagain,0,2,2
makeawish,0,1,1
makeithappen,0,1,1
makers,1,1,2
makes,36,75,111
makeshift,1,0,1
makesureyouvote,0,1,1
makeup,0,1,1
makeyoutubegreatagain,0,1,1
makin,1,0,1
making,91,227,318
makingadifference,0,1,1
makingamericagreatagain,0,1,1
makings,1,0,1
mal,0,1,1
maladies,0,1,1
malaria,1,0,1
malarkey,0,1,1
malawi,0,1,1
malaysia,0,2,2
malcolm,1,1,2
male,0,3,3
malicious,1,2,3
malign,1,0,1
maligned,1,0,1
malik,0,1,1
malkin,0,1,1
mall,0,1,1
malleable,0,1,1
malley,2,0,2
malnutrition,1,0,1
malpractice,2,1,3
mama,0,2,2
man,84,255,339
mana,0,1,1
manafo,10,1,11
manaforts,1,0,1
manage,9,18,27
managed,2,6,8
management,11,16,27
managers,9,11,20
manages,1,1,2
managing,4,5,9
manassas,1,1,2
mancheste,4,12,16
manchin,4,5,9
manchurian,0,1,1
mancini,0,1,1
mandan,0,1,1
mandarin,0,1,1
mandate,5,9,14
mandated,3,3,6
mandatethat,1,0,1
mandating,1,0,1
mandatory,1,2,3
maneuve,0,2,2
maneuvering,1,0,1
manhattan,1,8,9
manhattans,0,1,1
manheim,0,1,1
manhunt,1,0,1
maniac,0,2,2
maniacs,0,1,1
manifesto,0,1,1
manipulate,1,1,2
manipulated,2,3,5
manipulating,1,1,2
manipulation,5,7,12
manipulato,0,2,2
mankind,0,1,1
mannatech,1,0,1
manne,8,7,15
manning,1,1,2
mans,0,1,1
mansion,0,3,3
mantene,0,1,1
mantle,1,0,1
mantngase,0,1,1
manuel,0,6,6
manufacture,0,3,3
manufactured,6,5,11
manufacturers,7,25,32
manufactures,0,2,2
manufacturi,0,1,1
manufacturing,24,45,69
manuscript,2,3,5
manythousands,1,0,1
map,2,5,7
mapp,0,3,3
maps,1,0,1
maquire,1,0,1
maralago,0,1,1
marana,0,1,1
marathon,0,2,2
maraude,0,1,1
marauders,0,1,1
marc,1,6,7
marcelo,0,2,2
march,9,34,43
marched,0,1,1
marches,1,1,2
marchfo,0,1,1
marchforlife,0,4,4
marchfortrump,0,1,1
marching,3,6,9
marchionne,0,1,1
marco,42,37,79
marcorubio,1,0,1
marcus,1,2,3
margaret,0,2,2
margin,3,13,16
marginalize,0,1,1
margins,1,6,7
mari,0,1,1
maria,3,13,16
mariana,0,1,1
mariano,0,5,5
marie,1,2,3
marijuana,0,1,1
marillyn,0,2,2
marine,6,24,30
marineone,0,1,1
mariners,0,1,1
marines,5,12,17
marinette,0,2,2
marino,0,1,1
mario,2,3,5
marist,0,3,3
mark,26,95,121
marked,1,0,1
market,76,115,191
marketing,0,4,4
markets,13,26,39
marking,0,2,2
markings,1,0,1
markle,1,0,1
marklevin,0,1,1
marks,9,8,17
markup,1,1,2
markwayne,0,3,3
marlon,0,1,1
marquis,0,1,1
marred,0,1,1
marriage,4,0,4
married,2,2,4
marriott,0,1,1
marris,1,0,1
marry,1,0,1
marrying,0,1,1
mars,0,3,3
marsha,0,5,5
marshal,0,2,2
marshaled,0,1,1
marshaling,0,1,1
marshall,2,3,5
marshalling,0,1,1
marshawn,0,2,2
marshville,0,1,1
martha,1,19,20
martial,0,1,1
martin,1,14,15
martinsville,0,1,1
marxist,1,1,2
marxists,0,1,1
mary,6,13,19
marybrigidmcmanamon,1,1,2
maryland,6,21,27
marysville,0,1,1
mas,0,1,1
masa,1,1,2
mask,5,3,8
masks,5,10,15
mason,0,6,6
mass,11,17,28
massachusetts,7,10,17
massacre,4,0,4
massacred,1,0,1
massages,1,0,1
massaging,1,0,1
massey,0,1,1
massi,0,2,2
massie,1,0,1
massini,0,1,1
massive,127,127,254
massively,4,2,6
mast,0,1,1
maste,4,8,12
masterfully,0,1,1
mastermind,2,2,4
masterminds,1,1,2
masterpiece,0,7,7
masters,0,5,5
matalin,0,1,1
match,7,12,19
matches,0,2,2
matching,1,3,4
matchless,0,1,1
matchup,1,1,2
mate,0,9,9
material,5,7,12
materialized,1,0,1
materials,1,5,6
math,4,4,8
mathematical,0,1,1
mathematically,2,2,4
mathew,2,0,2
mats,0,2,2
matsuyama,0,1,1
matt,8,41,49
mattarella,0,1,1
matte,61,62,123
mattered,0,1,1
matters,10,21,31
matthew,1,2,3
matthews,0,1,1
mattis,6,21,27
mattte,1,0,1
maureen,1,1,2
mauricio,0,1,1
mavelous,0,1,1
max,1,6,7
maxed,1,1,2
maximum,7,5,12
maxine,1,11,12
maxing,0,1,1
maybe,25,58,83
mayhem,0,1,1
mayo,62,51,113
mayorluigiboria,0,1,1
mayors,1,7,8
maythe,0,1,1
mayweathe,0,2,2
mayweatherpacquiao,0,1,1
mazda,0,3,3
maze,2,0,2
mazie,0,1,1
mazloum,0,3,3
mbs,0,1,1
mc,0,1,1
mcaleenan,0,4,4
mcallen,0,1,1
mcarthu,1,0,1
mcas,0,3,3
mcauliffe,1,1,2
mccabe,47,28,75
mccabes,1,0,1
mccain,35,21,56
mccains,0,1,1
mccarthy,11,26,37
mccarthyism,4,2,6
mccaskill,1,3,4
mccathyism,0,1,1
mccaul,0,1,1
mcchrystal,1,0,1
mccloskeys,0,1,1
mcconnell,14,36,50
mcconnells,1,0,1
mccormick,0,2,2
mccullough,1,0,1
mcculloughfm,1,0,1
mcdaniel,1,2,3
mcdonald,0,1,1
mcenany,0,1,1
mcfarland,1,0,1
mcgahn,13,2,15
mcgarvey,0,1,1
mcginley,1,0,1
mcgowan,0,2,2
mcgurk,2,0,2
mchugh,0,2,2
mcintosh,0,1,1
mckay,0,1,1
mckelway,0,1,1
mckenzie,0,2,2
mckinley,0,1,1
mclane,0,1,1
mclarty,0,1,1
mclaughlin,1,3,4
mclinn,0,1,1
mcmahon,0,1,1
mcmanamon,1,0,1
mcmaste,2,15,17
mcmorris,0,1,1
mcmuffin,1,0,1
mcmullin,1,0,1
mcquaid,4,0,4
mcque,0,1,1
mcsally,0,7,7
mcsallys,0,1,1
md,1,2,3
mdprimary,0,1,1
mdt,0,1,1
mdw,0,1,1
mea,0,2,2
meadia,0,1,1
meadow,0,4,4
meadows,0,4,4
meals,0,2,2
mean,19,34,53
meande,0,1,1
meanest,0,1,1
meaning,6,9,15
meaningful,5,8,13
meaningfully,0,1,1
meaningless,4,3,7
means,34,55,89
meant,4,8,12
meantime,18,16,34
measly,0,1,1
measure,0,5,5
measured,2,2,4
measures,3,7,10
measurewait,1,0,1
meat,1,1,2
meatloaf,0,1,1
mecca,0,1,1
mechanicsburg,0,2,2
mechanism,1,0,1
med,1,1,2
medal,4,33,37
medalist,0,1,1
medallion,0,1,1
medalofhono,0,1,1
medalofhonorday,0,3,3
meddle,0,3,3
meddling,12,12,24
medford,1,0,1
medga,1,0,1
medi,1,1,2
media,440,515,955
mediaan,0,1,1
mediabuzz,0,2,2
mediafraud,0,1,1
mediamiss,0,1,1
median,4,4,8
medias,2,1,3
mediate,2,2,4
medica,0,2,2
medicaid,3,4,7
medical,16,35,51
medically,0,1,1
medicare,10,21,31
medication,2,3,5
medications,3,0,3
medicine,2,3,5
mediocre,3,1,4
mediocrity,0,3,3
medium,0,1,1
meek,1,0,1
meet,32,94,126
meeting,77,251,328
meetings,29,59,88
meetinlb,0,1,1
meets,0,10,10
meetthepress,1,0,1
meetthetrumps,0,3,3
megan,2,13,15
meghan,4,1,5
megyn,11,14,25
meiste,1,0,1
meister,0,1,1
melania,20,116,136
melanie,0,2,2
melbourne,2,4,6
melissa,1,1,2
melody,0,1,1
meltdown,9,1,10
melting,1,1,2
memb,0,1,1
membe,11,40,51
members,42,93,135
membership,1,7,8
meme,1,1,2
memembers,0,1,1
memes,2,0,2
memo,16,19,35
memoi,1,2,3
memorabilia,0,1,1
memorable,0,2,2
memorandum,1,5,6
memorial,4,43,47
memorialday,0,8,8
memorialized,0,1,1
memorials,1,1,2
memories,0,4,4
memory,10,11,21
memos,6,8,14
memphis,1,2,3
men,21,132,153
menace,0,1,1
mend,0,1,1
mendacious,0,1,1
mendoza,0,1,1
menopause,0,1,1
mens,0,2,2
mensaje,0,2,2
menswea,0,1,1
ment,1,0,1
mental,9,7,16
mentally,3,5,8
mention,25,28,53
mentioned,8,12,20
mentioning,4,1,5
mentions,4,3,7
mento,2,4,6
menu,0,2,2
mepoo,0,1,1
mercader,0,1,1
merce,1,1,2
mercedes,0,2,2
merchandise,0,6,6
merchant,0,2,2
merck,0,2,2
mercy,1,1,2
mere,2,2,4
meredith,0,1,1
merel,0,1,1
merely,5,9,14
meremembe,1,0,1
merge,1,0,1
merideth,0,1,1
merit,9,14,23
merits,1,0,1
merkel,2,8,10
merrily,1,0,1
merrimac,0,1,1
merry,1,19,20
merrychristmas,0,3,3
meryl,1,0,1
mesa,0,7,7
mess,70,38,108
message,18,59,77
messages,12,16,28
messed,1,1,2
messenge,2,1,3
messiah,0,2,2
messing,1,0,1
messne,0,1,1
messy,1,2,3
met,25,78,103
metal,0,1,1
metcalf,0,1,1
meth,0,2,2
methamphetamine,2,0,2
methane,0,1,1
method,1,2,3
methodically,0,1,1
methods,2,0,2
metoo,0,1,1
metric,1,1,2
metro,1,1,2
metropolitan,2,2,4
mette,0,1,1
meuse,0,1,1
mex,1,0,1
mexican,6,33,39
mexicans,0,2,2
mexico,156,190,346
mexicobut,1,0,1
mexicocavesaftertariffthrea,1,0,1
mexicolovestrump,0,1,1
mexicos,4,0,4
meyers,1,1,2
mezcla,1,0,1
mg,1,0,1
mhndz,0,1,1
mi,5,9,14
mia,1,6,7
miami,9,28,37
miamis,0,1,1
mic,3,1,4
mich,0,1,1
micha,1,0,1
michael,49,89,138
michaelcaputo,0,1,1
michaelcohen,0,1,1
michaelflynn,0,1,1
michaelmoore,0,1,1
michaels,1,0,1
michelin,0,1,1
michelle,2,6,8
michiga,0,1,1
michigan,22,103,125
mick,2,7,9
mickelson,0,1,1
mickey,0,2,2
microphone,2,2,4
mid,6,7,13
midas,0,1,1
midastouch,0,1,1
middl,0,1,1
middle,41,66,107
middletown,0,1,1
mideast,0,2,2
midland,0,1,1
midnight,0,7,7
midst,1,7,8
midterm,3,2,5
midterms,6,7,13
midwest,3,1,4
mifsud,3,0,3
migh,0,1,1
mightiest,0,1,1
mightily,3,2,5
mighty,2,1,3
migrant,1,4,5
migrants,9,7,16
migration,9,11,20
mik,0,1,1
mika,5,2,7
mike,49,146,195
mil,0,1,1
mild,1,0,1
mildly,5,5,10
mile,0,11,11
miles,11,32,43
milestone,0,6,6
milestones,0,2,2
mili,0,1,1
milit,0,2,2
militant,2,1,3
militants,1,0,1
militaries,0,1,1
militarily,1,1,2
militarized,0,1,1
military,146,425,571
militaryspouses,0,1,1
militia,0,1,1
militsry,1,0,1
milk,1,0,1
milking,1,1,2
mille,2,8,10
millennial,1,0,1
millennials,0,4,4
millennium,0,1,1
milley,0,3,3
millio,0,1,1
million,109,170,279
millionaires,1,0,1
millions,88,97,185
mills,0,3,3
milo,0,1,1
milwaukee,1,7,8
milwaukees,0,1,1
mimic,0,1,1
mind,16,47,63
minded,0,4,4
mindful,0,2,2
mindless,1,0,1
minds,3,8,11
mindset,2,0,2
miners,5,6,11
mines,1,1,2
mini,36,31,67
minimize,1,0,1
minimum,3,5,8
mining,0,5,5
minions,2,4,6
minist,0,1,1
ministe,20,143,163
ministers,0,1,1
ministries,0,1,1
ministry,0,1,1
minne,0,1,1
minneapolis,14,20,34
minneapolisriot,1,1,2
minnesota,11,53,64
minnesotans,1,0,1
minnesotas,0,1,1
minnis,0,1,1
mino,3,4,7
minorit,0,1,1
minorities,1,4,5
minority,3,10,13
minors,1,1,2
mins,0,3,3
minste,0,2,2
minus,3,0,3
minute,12,7,19
minutes,15,47,62
miosotis,0,1,1
miracle,1,2,3
miracles,1,1,2
miraculous,0,2,2
miraculously,2,1,3
mirama,0,2,2
mired,1,2,3
mirro,0,1,1
mirrors,0,1,1
mirziyoyev,0,1,1
mis,1,0,1
miscalculation,1,0,1
miscarriage,2,2,4
mischaracterized,2,0,2
mischief,1,0,1
misconduct,9,11,20
misdemeano,1,4,5
misdemeanors,9,6,15
misdirections,0,1,1
miserable,3,1,4
miserably,4,1,5
misery,1,1,2
misguided,0,1,1
mishandled,1,0,1
mishandles,0,1,1
mishandling,2,0,2
mishap,1,0,1
misidentifies,0,1,1
misinformation,2,0,2
misinformed,1,0,1
misinterpreted,0,1,1
mislead,2,2,4
misleading,7,12,19
misleadingly,0,1,1
misled,3,6,9
mismanaged,0,1,1
mismanagement,1,0,1
misplaced,1,0,1
misquoted,2,1,3
misremembe,1,0,1
misrepres,1,0,1
misrepresent,5,1,6
misrepresentation,1,2,3
misrepresentations,3,1,4
misrepresented,2,2,4
misrepresenting,2,0,2
misrepresents,2,3,5
miss,54,36,90
misse,0,1,1
missed,33,14,47
misses,2,0,2
missile,13,7,20
missiles,10,9,19
missing,40,7,47
mission,7,18,25
missions,0,1,1
mississippi,7,44,51
mississippis,0,1,1
missle,0,1,1
misslithuania,1,0,1
missoula,0,2,2
missouri,11,34,45
misspelled,1,0,1
misstated,0,1,1
misstatements,2,0,2
misstep,1,0,1
missteps,2,2,4
missu,1,0,1
missuniverse,6,2,8
mista,0,1,1
mistake,34,17,51
mistaken,1,1,2
mistakenly,2,2,4
mistakes,8,10,18
miste,0,1,1
mistreat,1,0,1
mistreated,0,1,1
mistreatment,0,1,1
mistreats,0,1,1
mistweet,0,1,1
misty,1,0,1
misunderstood,0,2,2
misuse,1,1,2
misusing,2,0,2
mit,0,1,1
mitch,11,37,48
mitchell,0,3,3
mitigation,0,1,1
mititary,0,1,1
mitt,37,20,57
mix,0,3,3
mixed,6,0,6
mixing,1,0,1
mk,0,1,1
mlb,0,2,2
mlk,0,2,2
mlkday,0,2,2
mn,4,2,6
mnuchin,0,8,8
mo,9,16,25
moat,1,1,2
mob,3,14,17
mobara,0,1,1
mobil,0,1,1
mobile,8,13,21
mobilization,2,2,4
mobilized,1,2,3
mobilizing,0,3,3
mobs,2,2,4
mobste,1,0,1
mock,2,1,3
mocked,4,3,7
mockery,2,0,2
mocking,1,6,7
mockingly,0,1,1
mode,1,0,1
model,2,15,17
models,2,5,7
moderate,3,2,5
moderates,2,0,2
moderato,3,5,8
moderators,2,4,6
modern,5,27,32
modernization,0,4,4
modernize,0,1,1
modi,0,8,8
modifications,1,0,1
modify,0,1,1
modly,0,1,1
modulated,1,0,1
modulating,1,0,1
mogul,2,1,3
moh,0,1,1
mohamed,0,1,1
mohammed,0,1,1
moines,3,13,16
mojo,0,2,2
mold,0,2,2
mole,0,1,1
mollie,1,4,5
molly,2,1,3
molotov,0,2,2
molten,1,0,1
mom,5,12,17
moment,12,27,39
momentarily,2,0,2
momentofhono,0,1,1
momentous,0,2,2
moments,2,14,16
momentum,5,11,16
mommy,5,2,7
moms,2,2,4
momsfortrump,0,1,1
mon,2,3,5
monahan,1,0,1
moncef,1,0,1
monda,0,1,1
mondale,0,1,1
monday,14,84,98
mondaymotivation,0,1,1
mondays,1,2,3
mondaythoughts,0,1,1
monetary,3,2,5
monetized,0,1,1
money,229,190,419
monge,0,1,1
mongering,1,4,5
moni,0,1,1
monica,0,2,2
monike,0,1,1
monito,6,6,12
monitoring,8,13,21
monkey,0,1,1
monmouth,1,3,4
monologue,0,3,3
monopo,0,1,1
monopolizing,0,1,1
monopoly,3,0,3
monroe,0,3,3
monsey,1,0,1
monson,1,0,1
monste,3,11,14
monsters,1,1,2
monstrous,0,1,1
montana,4,29,33
montanans,1,0,1
monterey,0,1,1
montgomery,0,1,1
month,28,47,75
monthly,0,3,3
months,74,54,128
monthsfnc,1,0,1
montoursville,0,2,2
monty,1,0,1
monu,1,0,1
monument,2,6,8
monumental,0,5,5
monumento,0,1,1
monuments,3,9,12
monumrnt,1,0,1
mooch,1,0,1
mood,1,3,4
mook,0,1,1
moolenaa,0,2,2
moon,2,24,26
moonbeam,1,0,1
mooney,0,1,1
moonface,1,0,1
moore,11,19,30
moot,1,0,1
mop,1,1,2
mopped,0,1,1
mops,0,1,1
moral,1,2,3
morally,2,1,3
morals,1,1,2
morell,1,0,1
moreno,0,4,4
moreove,1,0,1
morgan,1,7,8
morgenthau,0,2,2
morici,2,1,3
mormon,0,1,1
mormons,1,0,1
mornin,0,1,1
morning,51,226,277
morninghe,1,0,1
morningjoe,2,1,3
mornings,3,3,6
morningsarebetterwithfriends,0,1,1
morocco,0,4,4
moron,3,4,7
morons,2,4,6
morphed,0,1,1
morphing,0,1,1
morrisey,0,4,4
morrison,3,8,11
morse,0,1,1
morta,1,0,1
mortality,8,3,11
mortgage,1,0,1
mortifyingly,2,0,2
morty,2,1,3
mos,0,1,1
moscow,0,5,5
moses,0,1,1
moshe,0,1,1
mosque,1,0,1
mosques,1,2,3
mostintelligentrealityshow,0,1,1
mosul,4,0,4
mothe,5,17,22
motheras,0,1,1
motherhood,0,1,1
mothers,2,5,7
mothersday,0,2,2
moti,0,1,1
motion,3,8,11
motivados,1,0,1
motivate,0,4,4
motivated,0,5,5
motivates,0,2,2
motivating,0,3,3
motivation,1,9,10
motivational,0,1,1
motivato,0,1,1
motive,0,2,2
motley,1,0,1
moto,5,4,9
motorcade,0,1,1
motors,9,10,19
motto,0,4,4
moulton,1,0,1
mount,0,9,9
mountain,0,5,5
mountains,0,5,5
mounting,0,1,1
mourn,3,9,12
mourning,1,2,3
mourns,0,1,1
mouth,6,12,18
mouthed,3,2,5
mouthpiece,0,1,1
mouths,1,2,3
mov,0,1,1
moved,11,16,27
movement,13,76,89
movements,0,1,1
moves,7,4,11
movie,2,10,12
movies,3,2,5
movin,0,1,1
moving,32,59,91
mowers,0,1,1
mows,1,0,1
moy,0,1,1
moya,3,0,3
mp,0,1,1
mph,2,2,4
mrs,4,17,21
mrtrump,0,1,1
ms,23,40,63
msc,0,2,2
msdnc,19,12,31
msg,0,2,2
msgov,0,1,1
msm,16,18,34
msmers,0,1,1
msnbc,26,9,35
msprimary,0,1,1
mst,1,0,1
mt,2,7,9
mtg,1,3,4
mtgs,1,1,2
mtp,1,0,1
mu,0,1,1
muc,0,1,1
mud,2,2,4
mudd,2,0,2
muddled,0,1,1
muderers,1,0,1
mue,0,2,2
muelle,204,136,340
mueller,1,0,1
muellerdossie,1,0,1
